x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.002125542,0.46737957,-0.766088425,1.162486951,-1.193971183,1.164347495,0.010943115,-0.810940805,-1.322537932,-1.262450605,9.021328395
0.504257244,-0.31519206,-0.67571153,0.694096747,-0.666619277,2.938188067,-0.595168999,0.491557919,-1.086410953,-0.291406361,-14.58690035
0.437767088,0.810414667,0.345756636,-0.855052657,-0.537443766,0.197656293,-1.206383562,-0.006579586,0.843147983,1.180124298,-84.07918962
-0.580504677,-0.917578385,0.618702622,1.113014444,-1.520694273,-0.905419251,2.120143134,0.83317137,0.767372161,-1.474048392,124.2284001
-1.34564742,0.521030275,0.494383934,0.108321369,-0.753817654,-0.053488455,0.760320439,-0.411508044,-0.501643079,1.652453374,42.03858327
-1.113328566,-1.113480661,0.399796741,-1.004024613,0.174371863,1.472746558,0.729215183,-2.133995392,-0.324434858,0.763928132,-45.16925409
-0.295444886,2.066548794,1.15208955,1.005167112,0.701985639,-1.569569421,-0.252713057,-0.48174411,1.539654611,-1.363156598,227.7756532
0.425489933,1.197246924,-0.58653127,0.224216404,0.156972961,0.61021617,0.714609791,-0.336254739,1.159074065,-2.049941279,-12.17047569
1.420184939,0.5921139,-0.486676323,0.943597776,-0.606083832,-0.382817481,0.706505464,-1.34964967,-0.545961927,-0.01912218,21.43896117
0.985986888,-1.099924837,-0.688894,1.001693477,0.342631897,0.339793842,-1.89532164,-1.022301642,-1.29407734,0.207707037,27.94029608
-1.799029278,-2.396549482,-0.746172407,0.539050329,-1.764631094,-1.757214759,0.288924861,0.341132221,-0.884588486,-0.016435359,-84.09926964
-0.76852146,-0.760439738,0.037082104,0.034415844,-0.839383504,-1.101077458,-0.553290275,-0.491800011,-0.539568235,-0.300480411,-33.09486762
1.019928605,0.53470395,0.698425134,0.460197681,0.456498035,0.281934303,0.006984916,1.854987357,0.401138261,-0.636198441,117.6640865
0.135524298,-0.127675044,-0.964694307,-0.822871073,-0.336409869,0.460027501,-0.783884202,-1.247428615,-1.55613518,-0.002970312,-172.1813325
-0.976831542,-0.36143127,-0.97475017,1.965859893,0.062361964,-0.857362112,0.098173026,1.393135224,-0.428815553,-1.346379119,101.181021
-0.015447039,0.521988326,0.580614434,1.682895509,0.259040477,-0.760212076,-0.93734889,-0.617113991,-0.266790604,-1.447874204,215.6758826
-0.224561968,0.887756584,0.294528325,0.645612146,1.028282471,-0.098391827,-0.692566395,1.100927922,0.6219137,-1.917355009,127.463868
0.692867714,-0.74723738,-1.626991378,-1.29618902,1.23381473,0.939398379,0.762453697,0.241820794,1.028713687,-0.172392295,-218.331204
1.275390738,-0.151714434,0.178694717,1.229214784,-0.393529856,-1.119546128,0.603094685,0.264775311,2.485189917,-0.850535279,121.5152187
1.685744192,1.232728342,0.113160011,0.794641204,-2.181175238,-1.058858009,-0.108333883,-0.083332201,0.464502165,-0.534854323,0.386998593
0.722826895,0.111799158,0.409636119,0.356972759,0.592530307,-0.608350765,0.081278422,1.184256645,2.388371993,-0.037893082,95.25099557
1.164464693,-0.15818938,0.74422912,0.85599729,-0.163278385,1.973733443,-0.462830523,-0.990426362,-0.604138287,0.672452775,139.3309451
0.135826835,-0.902180963,-0.29860016,-1.221575491,0.964631255,-1.28518643,2.206012462,-0.769314101,0.879491511,-1.053172594,-92.70100159
-0.983376723,-0.952398385,-0.250407994,-0.498322973,-0.808053429,-0.841913041,-0.034256819,1.520277989,-1.875809093,-0.08233055,-103.6909927
0.342501501,1.272091382,-0.749158526,0.276621292,0.624056732,-1.23252025,0.747906441,0.310637499,-0.353424541,1.171342412,-24.16567518
-1.177031631,1.562354509,-1.115126263,0.07321945,-1.618822572,-0.697541942,-0.655327523,-1.058146431,-0.552924016,0.194967706,-169.2465954
-0.083885857,0.872735201,0.196665326,-2.190647694,0.906694852,0.183352038,0.759753186,0.198431365,-0.71524039,-1.348990868,-153.1808951
-0.874437523,-0.293753085,-0.795648075,-0.49226368,-1.036936702,2.644988062,-0.520846206,-1.189550602,-0.489898704,0.122951182,-167.7552062
-0.754343191,-1.191407547,-0.369019782,-0.269981014,1.432037229,-0.482011918,-0.036038775,-1.041703335,1.277262127,-0.242942777,-3.629572485
-0.890715316,-1.178218826,-0.796560194,1.320806534,0.048453495,-1.503339397,0.150146661,0.20128029,-0.248788666,0.56210284,61.67130956
-0.875044694,1.375908419,-0.187609145,-1.016894514,0.352749609,-0.799136201,0.900915762,-2.882013363,-1.700072165,-0.614131809,-90.63612289
-0.364512637,-1.407940016,-0.16196305,-0.060339275,0.30560001,0.176744756,1.218710271,0.182202078,0.169295053,0.145906031,-12.5073389
-0.935435405,-0.187598821,0.379833455,0.567305625,0.99578351,-1.193711854,1.688311811,0.326670922,-0.12614155,-0.605962984,132.750673
-0.065408278,0.430129294,0.135688305,-1.101839177,0.11613578,2.204998844,-2.070399891,1.343758714,1.481668169,-0.359115596,-79.80875613
0.276994331,1.703727155,0.850004268,0.601936237,-0.532793213,-1.23735369,-0.041457962,-0.516767568,-0.682540046,-1.137600205,128.1656335
-0.182518293,-0.384575802,-0.626059846,1.224298285,0.62814422,-1.461421747,0.60029698,0.40107325,0.41979591,1.937999526,97.55114517
1.41830747,-1.410612006,-1.294804821,1.512985311,0.673544162,0.82511636,1.306860516,-0.231079737,0.200286441,-1.283717239,67.52998092
0.642121789,0.006251174,-0.244299405,-0.327275154,0.047448531,-1.114989502,-0.982756693,0.027110953,2.007781718,-1.405584083,-45.89471567
-0.871507592,0.509230233,0.2566812,-0.201237577,0.810563391,-0.570308855,1.702496561,0.491772516,-0.145979217,-0.921812584,60.44362098
1.131299145,0.367466853,0.988462347,0.607577503,0.510154193,-1.762472671,-1.253975614,0.407652708,-0.990203974,0.480188745,155.6468749
-0.142146537,0.338687318,0.37334856,0.31237821,-0.728077098,-0.360039269,1.192735165,0.590422061,0.731380253,-1.257868156,33.94046489
-1.951101864,0.143587937,-1.967069704,-1.117186462,0.14035987,1.200531658,-0.185845752,1.21897079,-0.056588489,0.309998983,-273.644878
0.941748855,0.528260761,-0.950845334,-0.323262259,-1.045717274,1.006883579,0.684493025,-0.592743729,-0.60732691,-1.260007898,-157.2554938
0.358917584,-1.039793225,0.987861582,0.459204182,-1.116450855,-0.440902189,0.917768198,-1.078315067,-0.656835469,-0.310396136,91.62373903
0.105752179,-0.429592946,-0.052814248,-0.606917967,-0.851527046,-0.942835,2.629238202,-0.110892997,1.084639913,0.835894151,-79.26046303
-0.57364256,-0.127723033,0.998634764,-0.51687546,0.236262334,0.157403715,-0.061214328,-0.535047754,-0.516785931,0.169964282,41.49896931
-0.819655383,-1.1002513,0.756818405,1.208666715,-1.878731321,-0.611234082,-0.692942262,-0.218259886,-0.479306929,-0.162014956,111.0689301
0.554045571,-0.115570842,0.155570357,0.087950095,-0.226866427,-1.662326583,-0.122200953,-1.378047323,-1.068628031,-1.22088752,30.82724637
-0.147340227,0.963925423,0.199610418,1.094179548,0.446536507,-0.058720427,0.479003143,0.194333463,2.178562174,-0.86130958,137.2006899
0.289744027,-0.990175039,-1.138462591,-1.889697787,0.252398207,-0.760733847,0.219601682,-1.282696623,-0.571170016,0.021233066,-274.8103679
-0.400119661,-0.583165717,-2.458169431,-0.980764844,-1.139061508,-0.43884999,-0.113656842,0.305085405,0.673133692,1.599123241,-369.8627615
1.422595198,0.486894811,-0.943601716,-1.171167668,0.526547779,2.022212563,1.253063727,-2.756462797,1.853834158,-1.037441696,-163.7242748
-1.182652631,0.653283441,-1.868336184,1.122644395,0.701508774,0.766602063,0.420338366,0.794332137,1.829876269,0.804265741,-33.9637439
-0.551978921,-2.272451717,0.88657217,-1.589963442,1.653610975,1.020049299,-0.283778036,-1.619340869,-0.119544946,0.876995651,-10.27539883
-0.391322078,-0.931756782,-0.762948073,-0.762692626,0.303949667,0.200124064,0.711026547,-0.470582656,0.702262372,0.913392024,-130.0251434
1.251579383,-0.456234005,1.56102293,0.831364254,-0.790331382,-1.909582767,-0.546220415,0.514140991,0.100622111,-0.518837043,176.1464413
0.719791422,-1.992392014,-0.436375943,1.402239356,-0.334098176,-2.901070629,-0.603223103,-0.590320024,-0.079228777,-0.266357059,77.58768917
0.370169635,0.426442716,-0.368795865,0.35330644,0.71465398,-0.335117068,-0.518497337,0.512074819,-1.566265367,-0.493052496,18.93168206
0.47200515,-1.229808951,-0.42274374,-0.702562621,-1.51378433,-0.798381363,-0.086373155,0.184807196,-0.282471312,0.476379403,-155.7364664
0.092376792,-1.564622127,-0.77302971,-0.870727772,-0.883719141,1.892191761,0.724591779,-0.918019062,-0.158537692,0.448485454,-184.5270419
0.762510581,-0.57934057,2.35033912,1.27081223,0.17695925,-1.878856914,1.116564269,-2.423747318,0.35952316,0.245602817,339.508352
-1.582427974,0.816837011,-0.039894384,-1.404239566,2.539381623,-0.480647941,-0.134180211,-0.5894524,1.673363946,0.519358746,-36.23590654
-0.174362836,-0.725617457,0.592102983,0.623011029,0.990124787,0.413626378,0.535654051,-1.324861304,0.367529048,-1.102084565,154.6052055
-0.015677959,0.610284086,0.232034679,0.003551273,2.023879617,-1.043291206,-0.426383407,0.974422739,-0.194417642,-1.030702651,97.47657624
0.111220915,1.229781527,0.950279283,0.322047204,1.394339052,-0.656873282,-0.399553056,1.57039184,-0.464468633,1.064275872,177.3203715
-0.30737032,1.243941925,-0.610149746,-0.052611873,-0.114170268,-0.717263906,0.698432782,-1.139182124,1.109371569,-1.6540355,-65.67189201
1.208257637,0.132616383,-0.223644242,1.170967767,-1.458150843,-0.006227679,-1.884254673,2.652242335,0.575462035,-0.094036327,19.1521079
0.091760777,-1.987568915,-0.035826039,1.564643656,1.538036566,0.361395606,-2.619745104,-0.29900735,0.087047068,0.821902504,198.3818191
0.713173242,-0.022411243,0.792138426,-0.157572601,-0.545273726,0.524107003,-0.221673472,-0.526699333,-2.428118057,-0.248913117,43.50451642
0.02012113,0.891700581,-0.843298311,0.702030324,0.10649398,1.143566045,0.197675567,0.391828708,0.428352914,-2.521604801,-2.635361489
-0.42924442,0.58855327,-0.180391682,1.372848475,-0.357445423,-0.190039035,-2.211861911,-0.266652329,-1.423957152,1.533433701,76.35308173
-1.150760867,0.729934089,-0.632914386,-0.89091409,-0.819332642,-0.161979184,-1.997574875,-0.060467301,-1.599037897,-0.817521801,-193.7438165
0.905355113,1.631218819,0.297905957,0.061990835,0.545971837,0.971910993,2.530632093,-1.173060858,-0.696886373,-0.157409778,59.51212887
-0.229208925,-0.165015811,-0.715047798,-0.079343747,-0.616763379,-0.762444182,0.120681036,0.760491624,-0.221322935,-0.148161141,-91.54104484
-1.782875016,0.072399599,1.570886474,0.640337111,-0.368484914,0.478530831,0.07770846,-0.606204077,0.977908269,-0.122653672,185.9432249
