X1,X2
0.822545,-19.7682
0.196861,19.8568
-2.61975,9.17768
-1.98757,-10.3979
-0.702053,-24.5817
-0.342715,-21.026
2.46324,0.891982
0.791032,25.0317
2.19046,-1.27199
-0.566298,-27.2245
0.963376,-24.7679
2.72017,11.1834
0.714,29.1411
-1.51485,21.168
3.85273,-6.88694
-0.236819,-27.4043
2.31466,13.1618
0.68626,-20.6141
2.14394,-14.9025
-2.02514,11.615
2.12216,5.28036
-3.24127,5.91091
1.16316,19.6876
2.13303,1.21479
0.8996,-23.557
-0.130143,20.6042
2.09239,-2.75482
0.243687,-20.0171
-1.00253,25.7275
-0.288659,-19.9114
2.15318,1.43406
2.1898,-1.7181
-0.839722,23.4911
-2.1239,-9.21824
-0.898415,-24.9116
2.06075,10.5629
-2.03923,10.2772
-2.06744,-0.870152
-1.03524,26.3239
-2.30192,0.927431
3.07888,19.0065
0.751387,21.1732
1.44157,-28.1063
-2.47164,-2.67317
2.0754,6.11602
1.20121,22.9997
-2.03812,12.8913
-2.21114,4.33064
-0.415288,28.0137
2.27069,-22.1761
2.44575,1.81781
-2.69689,19.6355
2.57336,-8.50565
-2.65097,0.657847
-2.07339,-0.601545
-1.25111,21.4871
-0.184902,-20.8433
-2.08193,-1.82585
-0.0967131,21.1601
-1.71017,-19.7838
-0.53976,-22.9129
0.472597,-32.3257
-0.975873,-22.485
2.63238,-0.0348085
2.56008,-3.19832
-0.0349885,-30.1856
1.81245,20.0641
0.62181,19.9412
2.2989,-15.7363
2.4553,12.9501
2.0102,5.95131
2.52693,-8.50783
2.16325,-6.96941
-2.19881,1.02691
0.243801,-24.9239
0.243339,22.3312
0.342725,-21.5359
0.642723,-29.7331
-2.42388,-5.88109
0.7858,-23.4248
-2.04173,7.78774
2.07526,-1.33628
2.14227,9.22481
1.38009,21.7119
-2.84854,-6.22614
2.07675,-4.29991
-0.259042,-29.469
-1.9982,1.86068
-2.89626,-9.91334
2.08837,-9.65827
2.40342,4.40494
-2.15339,-4.0932
-1.32309,-24.7751
2.25244,-1.69329
-2.49941,13.25
2.29094,-9.72335
-1.6454,23.5961
1.02257,22.6899
2.43975,1.88454
0.179894,-33.7558
2.14515,-3.83095
-0.129821,-27.6733
0.0438115,27.1482
2.21052,0.0942636
2.57971,-1.44
-1.99374,-8.5946
1.67257,-27.294
2.31933,18.8928
0.133541,21.3532
-2.15289,19.4896
2.493,9.25904
-0.755745,-21.7555
-1.97547,9.13607
-0.388177,33.7777
-2.55392,-2.73152
-2.59104,14.2242
2.15731,-14.2972
2.01339,5.25169
0.136535,-23.8853
0.55623,-20.2658
2.165,2.48545
2.05621,-33.2111
0.860473,-21.7979
2.60168,-10.3253
0.56551,24.4126
-0.580523,32.8776
-1.41837,-23.8276
