X1,X2
0.241962,20.7526
-1.91328,-6.89188
-1.42475,21.4227
-1.95967,-14.6437
-0.185659,-28.4854
-2.61975,9.96267
-1.98757,8.50222
-0.51827,20.7675
0.261055,-19.982
-0.420645,-28.9626
-0.342715,20.8837
-1.91877,-1.90682
2.46324,4.95682
-0.0347118,24.0342
2.19046,-11.4635
0.346448,-21.5339
0.473833,22.5244
-0.974682,-24.9941
0.787085,22.9094
0.412781,24.3975
2.72017,-11.0359
3.85273,17.4958
0.0818741,21.4515
2.31466,-11.876
-1.86727,3.09821
0.679598,22.1052
-0.6516,25.7971
2.14394,-8.03675
-2.02514,16.777
2.12216,-19.9374
-3.24127,5.38756
0.19906,23.1933
2.13303,-7.85989
-1.95209,-13.3123
-0.6227,-21.5289
-0.493001,24.93
2.09239,4.86502
-1.21419,-19.7547
-1.44808,-25.5392
-1.00253,-25.9104
2.15318,14.7117
2.1898,-6.05616
-2.1239,21.5731
1.27768,21.65
2.06075,5.38296
1.36863,-19.6636
-2.03923,8.15737
-2.06744,1.81022
0.504047,26.0168
1.96473,-1.38456
-2.30192,-6.09783
3.07888,-8.87492
1.47994,25.582
-0.576892,-28.7226
-2.47164,-6.02212
2.0754,-7.47212
0.871125,-24.2424
-2.03812,0.669907
-1.87079,-15.6255
-2.21114,-0.356415
2.27069,0.616798
-0.477657,-29.2135
1.03754,-23.6293
2.44575,-1.8048
0.129221,31.9311
-1.28996,20.6252
-2.69689,-1.87144
0.696206,25.8956
2.57336,3.38484
-0.0327533,-21.2185
-2.65097,8.4062
-2.07339,-3.66824
-2.08193,-1.32634
-0.544919,-21.7267
-0.923233,-27.0323
2.63238,13.7366
2.56008,0.754336
-0.0349885,21.7094
0.429618,-18.7517
0.26705,-21.5182
2.2989,-2.24856
0.674819,-18.8185
2.4553,-8.66175
2.0102,-4.10814
2.52693,9.64852
2.16325,1.42943
0.21915,22.313
1.07363,-19.793
1.19505,20.7408
-0.558922,-25.3029
-2.19881,-1.05948
0.440014,26.4434
0.342725,-21.3567
0.456753,31.3775
-0.681052,-29.4039
-1.88954,-3.88518
-2.42388,9.47526
-2.04173,7.54291
